question,sql
How many matches did Mumbai Indians win in Kochi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Kochi' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Raipur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Raipur' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Ranchi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Ranchi' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in New Chandigarh?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'New Chandigarh' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Bangalore?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Bangalore' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Hyderabad?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Hyderabad' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Pune?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Pune' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Rajkot?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Rajkot' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Indore?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Indore' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Bengaluru?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Bengaluru' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Mumbai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Mumbai' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Kolkata?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Kolkata' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Delhi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Delhi' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Chandigarh?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Chandigarh' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Kanpur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Kanpur' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Chennai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Chennai' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Jaipur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Jaipur' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Visakhapatnam?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Visakhapatnam' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Abu Dhabi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Abu Dhabi' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Ahmedabad?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Ahmedabad' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Sharjah?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Sharjah' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Dubai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Dubai' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Navi Mumbai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Navi Mumbai' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Lucknow?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Lucknow' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Guwahati?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Guwahati' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Dharamsala?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Dharamsala' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Mohali?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Mohali' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Cape Town?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Cape Town' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Port Elizabeth?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Port Elizabeth' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Durban?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Durban' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Centurion?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Centurion' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in East London?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'East London' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Johannesburg?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Johannesburg' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Kimberley?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Kimberley' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Bloemfontein?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Bloemfontein' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Cuttack?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Cuttack' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Nagpur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Nagpur' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Kochi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Kochi' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Raipur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Raipur' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in Ranchi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'Ranchi' GROUP BY t.team_name;"
How many matches did Rising Pune Supergiant win in New Chandigarh?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Rising Pune Supergiant' AND m.city = 'New Chandigarh' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Bangalore?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Bangalore' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Hyderabad?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Hyderabad' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Pune?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Pune' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Rajkot?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Rajkot' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Indore?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Indore' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Bengaluru?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Bengaluru' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Mumbai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Mumbai' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Kolkata?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Kolkata' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Delhi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Delhi' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Chandigarh?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Chandigarh' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Kanpur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Kanpur' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Chennai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Chennai' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Jaipur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Jaipur' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Visakhapatnam?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Visakhapatnam' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Abu Dhabi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Abu Dhabi' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Ahmedabad?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Ahmedabad' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Sharjah?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Sharjah' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Dubai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Dubai' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Navi Mumbai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Navi Mumbai' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Lucknow?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Lucknow' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Guwahati?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Guwahati' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Dharamsala?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Dharamsala' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Mohali?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Mohali' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Cape Town?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Cape Town' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Port Elizabeth?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Port Elizabeth' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Durban?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Durban' GROUP BY t.team_name;"
How many matches did Gujarat Lions win in Centurion?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Gujarat Lions' AND m.city = 'Centurion' GROUP BY t.team_name;"
